player_id,player_name,pass_touchdown,rush_touchdown,rec_touchdown,passing_yards,rushing_yards,receiving_yards,receptions,targets,interception,fumble_lost,two_point_pass_success,two_point_rush_success,two_point_rec_success,kick_return_touchdown,punt_return_touchdown,fg_made_0-39,fg_made_40-49,fg_made_50-59,fg_made_60+,fg_missed_0-39,fg_missed_40-49,fg_missed_50-59,fg_missed_60+,pat_made,pat_missed,fppr,hppr,position
00-0036336,A.McFarland,0.0,0.0,0.0,0.0,113.0,54.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.700000286102295,19.700000286102295,RB
00-0036340,A.Gandy-Golden,0.0,0.0,0.0,0.0,22.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5000000596046448,3.0000000596046448,WR
00-0036355,J.Herbert,31.0,5.0,0.0,4336.0,234.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.8400020599365,332.8400020599365,QB
00-0036357,H.Ruggs,0.0,0.0,2.0,0.0,49.0,452.0,26.0,43.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.10000085830688,71.10000085830688,WR
00-0036358,C.Lamb,0.0,1.0,5.0,0.0,82.0,935.0,74.0,111.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.69999980926514,180.69999980926514,WR
00-0036360,C.Edwards-Helaire,0.0,4.0,1.0,0.0,803.0,297.0,36.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.00000381469727,158.00000381469727,RB
00-0036364,L.Bowden,0.0,0.0,0.0,32.0,32.0,211.0,28.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.58000040054321,39.58000040054321,WR
00-0036365,B.Edwards,0.0,0.0,1.0,0.0,0.0,193.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.30000114440918,30.80000114440918,WR
00-0036370,J.Kelley,0.0,2.0,0.0,0.0,354.0,148.0,23.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.20000171661377,69.70000171661377,RB
00-0036377,J.Reed,0.0,1.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.900000095367432,8.900000095367432,WR
00-0036382,K.Hill Jr.,0.0,0.0,0.0,0.0,0.0,73.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.300000190734863,8.800000190734863,WR
00-0036384,B.DiNucci,0.0,0.0,0.0,219.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.960000276565552,6.960000276565552,QB
00-0036386,A.Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,OL
00-0036387,J.Reagor,0.0,0.0,1.0,0.0,26.0,396.0,31.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2000024318695,71.7000024318695,WR
00-0036389,J.Hurts,6.0,3.0,0.0,1061.0,354.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.14000016450882,108.64000016450882,QB
00-0036391,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,OL
00-0036398,J.Hightower,0.0,0.0,0.0,0.0,1.0,167.0,10.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.80000076442957,23.80000076442957,WR
00-0036407,J.Jeudy,0.0,0.0,3.0,0.0,0.0,856.0,52.0,115.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.5999984741211,131.5999984741211,WR
00-0036410,T.Higgins,0.0,0.0,6.0,0.0,28.0,908.0,67.0,108.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.6000030040741,161.1000030040741,WR
00-0036412,K.Hamler,0.0,0.0,3.0,0.0,40.0,381.0,30.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.10000228881836,75.10000228881836,WR
00-0036414,C.Akers,0.0,3.0,1.0,0.0,756.0,168.0,13.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.39999961853027,120.89999961853027,RB
